record_ID,week,store_id,units_sold
33295,6/6/2011,9164,49
33296,6/6/2011,9164,104
33297,6/6/2011,9164,39
33298,6/6/2011,9164,16
33299,6/6/2011,9164,60
33300,6/6/2011,9164,185
33301,6/6/2011,9164,20
33303,6/6/2011,9164,28
33304,6/6/2011,9164,43
33305,6/6/2011,9164,7
33306,6/6/2011,9164,25
33309,6/6/2011,9178,22
33314,6/6/2011,9178,29
33317,6/6/2011,9178,7
33318,6/6/2011,9178,80
33319,6/6/2011,9178,36
33322,6/6/2011,9178,29
33324,6/6/2011,9190,43
33325,6/6/2011,9190,58
33326,6/6/2011,9190,20
33327,6/6/2011,9190,47
33328,6/6/2011,9190,71
33329,6/6/2011,9190,49
33330,6/6/2011,9190,18
33331,6/6/2011,9190,7
33333,6/6/2011,9190,133
33334,6/6/2011,9190,62
33335,6/6/2011,9190,92
33336,6/6/2011,9190,48
33337,6/6/2011,9190,34
33340,6/6/2011,9190,46
33341,6/6/2011,9190,48
33342,6/6/2011,9190,37
33344,6/6/2011,9190,52
33345,6/6/2011,9190,26
33349,6/6/2011,9221,19
33351,6/6/2011,9221,8
33352,6/6/2011,9221,30
33353,6/6/2011,9221,82
33354,6/6/2011,9221,26
33356,6/6/2011,9221,18
33357,6/6/2011,9221,13
33358,6/6/2011,9221,31
33359,6/6/2011,9221,40
33360,6/6/2011,9221,30
33362,6/6/2011,9221,6
33363,6/6/2011,9221,20
33364,6/6/2011,9221,36
33365,6/6/2011,9221,24
33368,6/6/2011,9250,214
33369,6/6/2011,9250,148
33370,6/6/2011,9250,22
33373,6/6/2011,9250,119
33374,6/6/2011,9250,115
33375,6/6/2011,9250,94
33378,6/6/2011,9250,11
33379,6/6/2011,9250,98
33380,6/6/2011,9250,50
33381,6/6/2011,9250,85
33382,6/6/2011,9250,10
33383,6/6/2011,9250,12
33384,6/6/2011,9250,51
33385,6/6/2011,9250,60
33386,6/6/2011,9250,19
33388,6/6/2011,9250,33
33389,6/6/2011,9250,32
33391,6/6/2011,9250,20
33394,6/6/2011,9273,102
33395,6/6/2011,9273,90
33396,6/6/2011,9273,33
33398,6/6/2011,9273,19
33399,6/6/2011,9273,75
33400,6/6/2011,9273,23
33401,6/6/2011,9273,24
33402,6/6/2011,9273,21
33403,6/6/2011,9273,14
33404,6/6/2011,9273,50
33405,6/6/2011,9273,39
33406,6/6/2011,9273,45
33407,6/6/2011,9273,7
33408,6/6/2011,9273,10
33410,6/6/2011,9273,58
33411,6/6/2011,9273,21
33412,6/6/2011,9273,26
33413,6/6/2011,9273,30
33414,6/6/2011,9273,26
33416,6/6/2011,9279,52
33417,6/6/2011,9279,68
33418,6/6/2011,9279,40
33419,6/6/2011,9279,32
33420,6/6/2011,9279,42
33421,6/6/2011,9279,25
33422,6/6/2011,9279,55
33423,6/6/2011,9279,63
33424,6/6/2011,9279,52
33425,6/6/2011,9279,71
33426,6/6/2011,9279,7
33427,6/6/2011,9279,52
33428,6/6/2011,9279,19
33429,6/6/2011,9279,18
33430,6/6/2011,9279,26
33431,6/6/2011,9279,37
33432,6/6/2011,9279,33
33434,6/6/2011,9279,26
33435,6/6/2011,9279,29
33437,6/6/2011,9279,12
33438,6/6/2011,9281,48
33439,6/6/2011,9281,45
33441,6/6/2011,9281,36
33442,6/6/2011,9281,83
33443,6/6/2011,9281,32
33446,6/6/2011,9281,49
33447,6/6/2011,9281,28
33448,6/6/2011,9281,57
33451,6/6/2011,9281,15
33452,6/6/2011,9281,28
33456,6/6/2011,9281,18
33457,6/6/2011,9281,13
33458,6/6/2011,9281,19
33459,6/6/2011,9281,17
33460,6/6/2011,9328,59
33461,6/6/2011,9328,58
33462,6/6/2011,9328,44
33463,6/6/2011,9328,25
33464,6/6/2011,9328,60
33465,6/6/2011,9328,50
33466,6/6/2011,9328,9
33467,6/6/2011,9328,3
33468,6/6/2011,9328,24
33469,6/6/2011,9328,51
33470,6/6/2011,9328,15
33471,6/6/2011,9328,27
33473,6/6/2011,9328,11
33474,6/6/2011,9328,29
33475,6/6/2011,9328,62
33476,6/6/2011,9328,36
33479,6/6/2011,9328,32
33480,6/6/2011,9328,10
33482,6/6/2011,9328,11
33483,6/6/2011,9371,58
33484,6/6/2011,9371,60
33485,6/6/2011,9371,30
33487,6/6/2011,9371,47
33488,6/6/2011,9371,48
33489,6/6/2011,9371,61
33492,6/6/2011,9371,15
33493,6/6/2011,9371,27
33494,6/6/2011,9371,31
33495,6/6/2011,9371,43
33496,6/6/2011,9371,40
33497,6/6/2011,9371,39
33502,6/6/2011,9442,81
33503,6/6/2011,9442,74
33504,6/6/2011,9442,46
33505,6/6/2011,9442,51
33506,6/6/2011,9442,64
33509,6/6/2011,9442,34
33510,6/6/2011,9442,35
33511,6/6/2011,9442,55
33514,6/6/2011,9442,53
33515,6/6/2011,9442,40
33519,6/6/2011,9442,15
33520,6/6/2011,9430,30
33521,6/6/2011,9430,41
33522,6/6/2011,9430,17
33524,6/6/2011,9430,38
33525,6/6/2011,9430,71
33526,6/6/2011,9430,52
33527,6/6/2011,9430,64
33528,6/6/2011,9430,40
33529,6/6/2011,9430,97
33532,6/6/2011,9430,35
33533,6/6/2011,9430,67
33534,6/6/2011,9430,13
33536,6/6/2011,9430,17
33537,6/6/2011,9430,14
33538,6/6/2011,9430,22
33539,6/6/2011,9430,25
33542,6/6/2011,9439,10
33543,6/6/2011,9439,26
33544,6/6/2011,9439,20
33545,6/6/2011,9439,40
33550,6/6/2011,9439,31
33551,6/6/2011,9439,31
33553,6/6/2011,9439,10
33554,6/6/2011,9439,39
33555,6/6/2011,9439,17
33558,6/6/2011,9425,33
33559,6/6/2011,9425,48
33560,6/6/2011,9425,15
33562,6/6/2011,9425,21
33564,6/6/2011,9425,35
33565,6/6/2011,9425,22
33566,6/6/2011,9425,34
33567,6/6/2011,9425,20
33568,6/6/2011,9425,28
33569,6/6/2011,9425,39
33570,6/6/2011,9425,32
33571,6/6/2011,9425,20
33574,6/6/2011,9425,13
33576,6/6/2011,9425,21
33578,6/6/2011,9432,46
33579,6/6/2011,9432,51
33580,6/6/2011,9432,39
33581,6/6/2011,9432,8
33583,6/6/2011,9432,23
33584,6/6/2011,9432,42
33585,6/6/2011,9432,27
33586,6/6/2011,9432,22
33588,6/6/2011,9432,20
33589,6/6/2011,9432,57
33590,6/6/2011,9432,26
33591,6/6/2011,9432,52
33593,6/6/2011,9432,12
33594,6/6/2011,9432,48
33595,6/6/2011,9432,46
33596,6/6/2011,9432,30
33598,6/6/2011,9432,21
33599,6/6/2011,9432,30
33602,6/6/2011,9436,20
33607,6/6/2011,9436,41
33608,6/6/2011,9436,41
33609,6/6/2011,9436,9
33610,6/6/2011,9436,23
33611,6/6/2011,9436,17
33612,6/6/2011,9436,56
33613,6/6/2011,9436,28
33614,6/6/2011,9436,33
33615,6/6/2011,9436,13
33616,6/6/2011,9436,40
33620,6/6/2011,9436,14
33621,6/6/2011,9456,37
33622,6/6/2011,9456,42
33623,6/6/2011,9456,33
33624,6/6/2011,9456,18
33625,6/6/2011,9456,37
33626,6/6/2011,9456,22
33627,6/6/2011,9456,3
33628,6/6/2011,9456,2
33629,6/6/2011,9456,52
33630,6/6/2011,9456,19
33631,6/6/2011,9456,32
33632,6/6/2011,9456,21
33635,6/6/2011,9456,52
33636,6/6/2011,9456,32
33639,6/6/2011,9456,30
33641,6/6/2011,9479,72
33642,6/6/2011,9479,68
33645,6/6/2011,9479,49
33646,6/6/2011,9479,47
33647,6/6/2011,9479,64
33648,6/6/2011,9479,19
33649,6/6/2011,9479,20
33650,6/6/2011,9479,41
33651,6/6/2011,9479,69
33652,6/6/2011,9479,47
33653,6/6/2011,9479,77
33654,6/6/2011,9479,40
33655,6/6/2011,9479,34
33656,6/6/2011,9479,38
33657,6/6/2011,9479,38
33658,6/6/2011,9479,33
33660,6/6/2011,9479,12
33661,6/6/2011,9479,31
33662,6/6/2011,9479,17
33663,6/6/2011,9481,111
33664,6/6/2011,9481,97
33665,6/6/2011,9481,25
33667,6/6/2011,9481,100
33668,6/6/2011,9481,88
33669,6/6/2011,9481,103
33672,6/6/2011,9481,32
33673,6/6/2011,9481,67
33674,6/6/2011,9481,48
33675,6/6/2011,9481,89
33678,6/6/2011,9481,91
33679,6/6/2011,9481,78
33683,6/6/2011,9481,17
33687,6/6/2011,9490,73
33688,6/6/2011,9490,38
33689,6/6/2011,9490,28
33691,6/6/2011,9490,19
33692,6/6/2011,9490,49
33693,6/6/2011,9490,26
33696,6/6/2011,9490,55
33697,6/6/2011,9490,21
33698,6/6/2011,9490,24
33699,6/6/2011,9490,29
33700,6/6/2011,9490,33
33701,6/6/2011,9490,33
33702,6/6/2011,9490,32
33706,6/6/2011,9490,13
33708,6/6/2011,9498,15
33709,6/6/2011,9498,19
33711,6/6/2011,9498,1
33712,6/6/2011,9498,51
33713,6/6/2011,9498,134
33714,6/6/2011,9498,56
33717,6/6/2011,9498,94
33718,6/6/2011,9498,80
33719,6/6/2011,9498,42
33721,6/6/2011,9498,29
33722,6/6/2011,9498,112
33723,6/6/2011,9498,67
33726,6/6/2011,9498,27
33729,6/6/2011,9532,47
33730,6/6/2011,9532,43
33731,6/6/2011,9532,13
33733,6/6/2011,9532,53
33734,6/6/2011,9532,92
33735,6/6/2011,9532,41
33736,6/6/2011,9532,15
33737,6/6/2011,9532,19
33738,6/6/2011,9532,27
33739,6/6/2011,9532,50
33740,6/6/2011,9532,40
33741,6/6/2011,9532,46
33742,6/6/2011,9532,20
33744,6/6/2011,9532,38
33745,6/6/2011,9532,41
33746,6/6/2011,9532,21
33747,6/6/2011,9532,30
33748,6/6/2011,9532,39
33749,6/6/2011,9532,28
33751,6/6/2011,9578,35
33752,6/6/2011,9578,68
33755,6/6/2011,9578,23
33756,6/6/2011,9578,36
33757,6/6/2011,9578,43
33759,6/6/2011,9578,60
33760,6/6/2011,9578,31
33761,6/6/2011,9578,42
33764,6/6/2011,9578,57
33768,6/6/2011,9578,10
33771,6/6/2011,9672,54
33772,6/6/2011,9672,43
33773,6/6/2011,9672,14
33775,6/6/2011,9672,47
33776,6/6/2011,9672,49
33777,6/6/2011,9672,67
33781,6/6/2011,9672,47
33782,6/6/2011,9672,36
33783,6/6/2011,9672,53
33784,6/6/2011,9672,57
33785,6/6/2011,9672,31
33786,6/6/2011,9672,9
33789,6/6/2011,9672,31
33791,6/6/2011,9611,217
33792,6/6/2011,9611,188
33793,6/6/2011,9611,78
33796,6/6/2011,9611,87
33797,6/6/2011,9611,123
33798,6/6/2011,9611,112
33800,6/6/2011,9611,149
33801,6/6/2011,9611,57
33802,6/6/2011,9611,113
33803,6/6/2011,9611,28
33804,6/6/2011,9611,26
33806,6/6/2011,9611,79
33807,6/6/2011,9611,92
33808,6/6/2011,9611,40
33809,6/6/2011,9611,12
33810,6/6/2011,9611,25
33811,6/6/2011,9611,44
33812,6/6/2011,9611,18
33813,6/6/2011,9611,45
33816,6/6/2011,9613,254
33817,6/6/2011,9613,259
33818,6/6/2011,9613,64
33819,6/6/2011,9613,12
33821,6/6/2011,9613,118
33822,6/6/2011,9613,116
33823,6/6/2011,9613,107
33827,6/6/2011,9613,88
33828,6/6/2011,9613,83
33829,6/6/2011,9613,100
33830,6/6/2011,9613,16
33831,6/6/2011,9613,14
33833,6/6/2011,9613,70
33834,6/6/2011,9613,81
33835,6/6/2011,9613,42
33836,6/6/2011,9613,17
33837,6/6/2011,9613,41
33838,6/6/2011,9613,70
33840,6/6/2011,9613,18
33844,6/6/2011,9632,30
33845,6/6/2011,9632,21
33846,6/6/2011,9632,15
33847,6/6/2011,9632,4
33848,6/6/2011,9632,30
33849,6/6/2011,9632,130
33850,6/6/2011,9632,14
33853,6/6/2011,9632,69
33854,6/6/2011,9632,43
33855,6/6/2011,9632,34
33856,6/6/2011,9632,11
33857,6/6/2011,9632,38
33859,6/6/2011,9632,54
33862,6/6/2011,9632,25
33864,6/6/2011,9680,35
33865,6/6/2011,9680,50
33867,6/6/2011,9680,44
33868,6/6/2011,9680,33
33869,6/6/2011,9680,14
33872,6/6/2011,9680,43
33873,6/6/2011,9680,30
33874,6/6/2011,9680,17
33877,6/6/2011,9680,18
33878,6/6/2011,9680,49
33879,6/6/2011,9680,47
33881,6/6/2011,9680,5
33882,6/6/2011,9680,7
33883,6/6/2011,9700,7
33886,6/6/2011,9700,8
33888,6/6/2011,9700,11
33890,6/6/2011,9700,16
33892,6/6/2011,9700,27
33896,6/6/2011,9713,162
33897,6/6/2011,9713,120
33898,6/6/2011,9713,58
33899,6/6/2011,9713,67
33900,6/6/2011,9713,51
33901,6/6/2011,9713,87
33905,6/6/2011,9713,68
33906,6/6/2011,9713,50
33907,6/6/2011,9713,67
33908,6/6/2011,9713,6
33909,6/6/2011,9713,14
33910,6/6/2011,9713,53
33911,6/6/2011,9713,74
33913,6/6/2011,9713,15
33914,6/6/2011,9713,24
33915,6/6/2011,9713,37
33918,6/6/2011,9731,76
33919,6/6/2011,9731,80
33922,6/6/2011,9731,38
33923,6/6/2011,9731,48
33926,6/6/2011,9731,77
33927,6/6/2011,9731,44
33928,6/6/2011,9731,49
33931,6/6/2011,9731,28
33932,6/6/2011,9731,31
33933,6/6/2011,9731,22
33936,6/6/2011,9731,20
33939,6/6/2011,9745,168
33940,6/6/2011,9745,165
33941,6/6/2011,9745,32
33943,6/6/2011,9745,83
33944,6/6/2011,9745,82
33945,6/6/2011,9745,83
33948,6/6/2011,9745,70
33949,6/6/2011,9745,36
33950,6/6/2011,9745,113
33951,6/6/2011,9745,14
33953,6/6/2011,9745,92
33954,6/6/2011,9745,60
33955,6/6/2011,9745,17
33957,6/6/2011,9745,18
33958,6/6/2011,9745,50
33960,6/6/2011,9745,20
33961,6/6/2011,9770,33
33966,6/6/2011,9770,40
33967,6/6/2011,9770,9
33970,6/6/2011,9770,14
33971,6/6/2011,9770,56
33972,6/6/2011,9770,14
33973,6/6/2011,9770,32
33974,6/6/2011,9770,16
33976,6/6/2011,9770,15
33978,6/6/2011,9770,28
33980,6/6/2011,9770,18
33983,6/6/2011,9789,38
33984,6/6/2011,9789,41
33987,6/6/2011,9789,16
33988,6/6/2011,9789,19
33990,6/6/2011,9789,65
33991,6/6/2011,9789,32
33992,6/6/2011,9789,35
33993,6/6/2011,9789,36
33994,6/6/2011,9789,21
33995,6/6/2011,9789,41
33996,6/6/2011,9789,36
33997,6/6/2011,9789,50
33999,6/6/2011,9789,25
34000,6/6/2011,9789,14
34002,6/6/2011,9789,7
34003,6/6/2011,9813,25
34004,6/6/2011,9813,19
34008,6/6/2011,9813,41
34009,6/6/2011,9813,52
34010,6/6/2011,9813,24
34011,6/6/2011,9813,17
34012,6/6/2011,9813,19
34013,6/6/2011,9813,13
34014,6/6/2011,9813,32
34015,6/6/2011,9813,64
34016,6/6/2011,9813,31
34019,6/6/2011,9813,11
34020,6/6/2011,9813,34
34021,6/6/2011,9813,36
34024,6/6/2011,9823,190
34025,6/6/2011,9823,180
34026,6/6/2011,9823,73
34027,6/6/2011,9823,21
34028,6/6/2011,9823,15
34029,6/6/2011,9823,97
34030,6/6/2011,9823,158
34031,6/6/2011,9823,112
34033,6/6/2011,9823,10
34034,6/6/2011,9823,20
34035,6/6/2011,9823,172
34036,6/6/2011,9823,121
34037,6/6/2011,9823,194
34038,6/6/2011,9823,37
34039,6/6/2011,9823,18
34042,6/6/2011,9823,94
34043,6/6/2011,9823,77
34044,6/6/2011,9823,13
34046,6/6/2011,9823,51
34047,6/6/2011,9823,46
34048,6/6/2011,9823,10
34049,6/6/2011,9823,43
34050,6/6/2011,9823,24
34052,6/6/2011,9837,46
34053,6/6/2011,9837,52
34054,6/6/2011,9837,19
34056,6/6/2011,9837,83
34057,6/6/2011,9837,53
34058,6/6/2011,9837,71
34059,6/6/2011,9837,20
34062,6/6/2011,9837,35
34063,6/6/2011,9837,37
34064,6/6/2011,9837,68
34065,6/6/2011,9837,83
34066,6/6/2011,9837,114
34067,6/6/2011,9837,21
34069,6/6/2011,9837,28
34070,6/6/2011,9837,10
34071,6/6/2011,9809,53
34072,6/6/2011,9809,89
34073,6/6/2011,9809,22
34074,6/6/2011,9809,70
34075,6/6/2011,9809,53
34076,6/6/2011,9809,48
34080,6/6/2011,9809,38
34081,6/6/2011,9809,47
34082,6/6/2011,9809,45
34083,6/6/2011,9809,35
34084,6/6/2011,9809,87
34087,6/6/2011,9809,19
34088,6/6/2011,9809,7
34090,6/6/2011,9845,225
34091,6/6/2011,9845,344
34092,6/6/2011,9845,63
34095,6/6/2011,9845,114
34096,6/6/2011,9845,136
34097,6/6/2011,9845,150
34098,6/6/2011,9845,16
34101,6/6/2011,9845,156
34102,6/6/2011,9845,78
34103,6/6/2011,9845,176
34104,6/6/2011,9845,32
34108,6/6/2011,9845,84
34109,6/6/2011,9845,125
34110,6/6/2011,9845,44
34112,6/6/2011,9845,23
34113,6/6/2011,9845,65
34114,6/6/2011,9845,7
34117,6/6/2011,9872,70
34118,6/6/2011,9872,91
34119,6/6/2011,9872,47
34120,6/6/2011,9872,35
34121,6/6/2011,9872,45
34122,6/6/2011,9872,46
34123,6/6/2011,9872,19
34124,6/6/2011,9872,18
34125,6/6/2011,9872,12
34126,6/6/2011,9872,99
34127,6/6/2011,9872,44
34128,6/6/2011,9872,63
34129,6/6/2011,9872,23
34130,6/6/2011,9872,29
34132,6/6/2011,9872,73
34133,6/6/2011,9872,89
34134,6/6/2011,9872,70
34136,6/6/2011,9872,38
34137,6/6/2011,9872,56
34138,6/6/2011,9872,12
34140,6/6/2011,9876,27
34144,6/6/2011,9876,36
34145,6/6/2011,9876,13
34146,6/6/2011,9876,14
34147,6/6/2011,9876,4
34148,6/6/2011,9876,36
34149,6/6/2011,9876,55
34150,6/6/2011,9876,27
34151,6/6/2011,9876,14
34152,6/6/2011,9876,16
34153,6/6/2011,9876,75
34154,6/6/2011,9876,56
34157,6/6/2011,9876,44
34159,6/6/2011,9879,3
34160,6/6/2011,9879,32
34162,6/6/2011,9879,37
34163,6/6/2011,9879,62
34164,6/6/2011,9879,28
34166,6/6/2011,9879,24
34168,6/6/2011,9879,27
34169,6/6/2011,9879,35
34170,6/6/2011,9879,26
34172,6/6/2011,9879,16
34173,6/6/2011,9879,19
34174,6/6/2011,9879,12
34177,6/6/2011,9880,42
34178,6/6/2011,9880,55
34179,6/6/2011,9880,23
34181,6/6/2011,9880,30
34182,6/6/2011,9880,62
34183,6/6/2011,9880,68
34184,6/6/2011,9880,47
34185,6/6/2011,9880,24
34186,6/6/2011,9880,40
34187,6/6/2011,9880,60
34188,6/6/2011,9880,37
34189,6/6/2011,9880,32
34190,6/6/2011,9880,23
34191,6/6/2011,9880,18
34192,6/6/2011,9880,31
34193,6/6/2011,9880,38
34194,6/6/2011,9880,41
34196,6/6/2011,9880,29
34197,6/6/2011,9880,23
34199,6/6/2011,9881,190
34200,6/6/2011,9881,164
34201,6/6/2011,9881,63
34202,6/6/2011,9881,110
34203,6/6/2011,9881,97
34204,6/6/2011,9881,127
34206,6/6/2011,9881,28
34207,6/6/2011,9881,77
34208,6/6/2011,9881,38
34209,6/6/2011,9881,65
34210,6/6/2011,9881,23
34211,6/6/2011,9881,11
34212,6/6/2011,9881,62
34213,6/6/2011,9881,67
34216,6/6/2011,9881,24
34217,6/6/2011,9881,24
34223,6/6/2011,9890,89
34224,6/6/2011,9890,73
34225,6/6/2011,9890,21
34226,6/6/2011,9890,53
34227,6/6/2011,9890,66
34228,6/6/2011,9890,83
34232,6/6/2011,9890,56
34233,6/6/2011,9890,50
34234,6/6/2011,9890,85
34235,6/6/2011,9890,42
34236,6/6/2011,9890,64
34239,6/6/2011,9890,36
34240,6/6/2011,9890,13
34241,6/6/2011,9909,74
34242,6/6/2011,9909,88
34243,6/6/2011,9909,16
34244,6/6/2011,9909,60
34245,6/6/2011,9909,64
34246,6/6/2011,9909,35
34250,6/6/2011,9909,64
34251,6/6/2011,9909,61
34252,6/6/2011,9909,57
34253,6/6/2011,9909,30
34254,6/6/2011,9909,128
34255,6/6/2011,9909,36
34257,6/6/2011,9909,49
34258,6/6/2011,9909,41
34261,6/6/2011,9954,45
34263,6/6/2011,9954,29
34264,6/6/2011,9954,40
34265,6/6/2011,9954,37
34266,6/6/2011,9954,5
34269,6/6/2011,9954,49
34270,6/6/2011,9954,30
34271,6/6/2011,9954,69
34272,6/6/2011,9954,25
34273,6/6/2011,9954,36
34274,6/6/2011,9954,40
34275,6/6/2011,9954,50
34276,6/6/2011,9954,57
34277,6/6/2011,9954,14
34278,6/6/2011,9954,23
34279,6/6/2011,9954,23
34281,6/6/2011,9954,6
34283,6/6/2011,9961,117
34284,6/6/2011,9961,124
34285,6/6/2011,9961,36
34288,6/6/2011,9961,96
34289,6/6/2011,9961,75
34290,6/6/2011,9961,90
34293,6/6/2011,9961,65
34294,6/6/2011,9961,49
34295,6/6/2011,9961,92
34296,6/6/2011,9961,14
34297,6/6/2011,9961,4
34299,6/6/2011,9961,71
34300,6/6/2011,9961,130
34301,6/6/2011,9961,73
34303,6/6/2011,9961,35
34304,6/6/2011,9961,31
34306,6/6/2011,9961,14
34309,6/6/2011,9984,14
34310,6/6/2011,9984,50
34311,6/6/2011,9984,15
34313,6/6/2011,9984,43
34314,6/6/2011,9984,43
34315,6/6/2011,9984,36
34319,6/6/2011,9984,95
34320,6/6/2011,9984,37
34321,6/6/2011,9984,53
34322,6/6/2011,9984,33
34323,6/6/2011,9984,29
34324,6/6/2011,9984,31
34325,6/6/2011,9984,50
34326,6/6/2011,9984,34
34329,6/6/2011,9984,15
34330,6/6/2011,9984,16
34331,6/6/2011,9984,10
34332,13/06/11,8091,33
34333,13/06/11,8091,24
34334,13/06/11,8091,58
34335,13/06/11,8091,63
34336,13/06/11,8091,32
34340,13/06/11,8091,23
34341,13/06/11,8091,43
34344,13/06/11,8091,215
34345,13/06/11,8091,119
34348,13/06/11,8095,116
34349,13/06/11,8095,104
34350,13/06/11,8095,49
34353,13/06/11,8095,123
34354,13/06/11,8095,112
34355,13/06/11,8095,109
34358,13/06/11,8095,34
34359,13/06/11,8095,88
34360,13/06/11,8095,51
34361,13/06/11,8095,134
34362,13/06/11,8095,10
34363,13/06/11,8095,12
34364,13/06/11,8095,90
34365,13/06/11,8095,159
34366,13/06/11,8095,159
34368,13/06/11,8095,12
34369,13/06/11,8095,34
34370,13/06/11,8095,8
34373,13/06/11,8094,106
34374,13/06/11,8094,82
34375,13/06/11,8094,19
34376,13/06/11,8094,1
34378,13/06/11,8094,44
34379,13/06/11,8094,66
34380,13/06/11,8094,59
34381,13/06/11,8094,26
34382,13/06/11,8094,27
34383,13/06/11,8094,20
34384,13/06/11,8094,97
34385,13/06/11,8094,28
34386,13/06/11,8094,43
34387,13/06/11,8094,43
34388,13/06/11,8094,21
34389,13/06/11,8094,40
34390,13/06/11,8094,144
34391,13/06/11,8094,118
34392,13/06/11,8094,22
34393,13/06/11,8094,11
34394,13/06/11,8094,16
34396,13/06/11,8094,1
34397,13/06/11,8094,13
34398,13/06/11,8094,25
34399,13/06/11,8063,62
34400,13/06/11,8063,49
34403,13/06/11,8063,39
34404,13/06/11,8063,26
34405,13/06/11,8063,11
34406,13/06/11,8063,30
34408,13/06/11,8063,89
34409,13/06/11,8063,21
34410,13/06/11,8063,65
34411,13/06/11,8063,13
34412,13/06/11,8063,26
34414,13/06/11,8063,30
34415,13/06/11,8063,94
34416,13/06/11,8063,71
34418,13/06/11,8063,11
34419,13/06/11,8063,19
34421,13/06/11,8063,3
34422,13/06/11,8063,5
34423,13/06/11,8063,17
34424,13/06/11,8023,186
34425,13/06/11,8023,219
34426,13/06/11,8023,101
34427,13/06/11,8023,13
34429,13/06/11,8023,161
34430,13/06/11,8023,152
34431,13/06/11,8023,192
34435,13/06/11,8023,183
34436,13/06/11,8023,93
34437,13/06/11,8023,219
34438,13/06/11,8023,72
34439,13/06/11,8023,41
34441,13/06/11,8023,90
34442,13/06/11,8023,256
34443,13/06/11,8023,136
34444,13/06/11,8023,13
34445,13/06/11,8023,21
34446,13/06/11,8023,55
34447,13/06/11,8023,26
34448,13/06/11,8023,75
34450,13/06/11,8023,6
34451,13/06/11,8058,93
34452,13/06/11,8058,80
34454,13/06/11,8058,59
34455,13/06/11,8058,50
34456,13/06/11,8058,87
34459,13/06/11,8058,12
34460,13/06/11,8058,62
34461,13/06/11,8058,32
34462,13/06/11,8058,65
34463,13/06/11,8058,20
34464,13/06/11,8058,10
34465,13/06/11,8058,69
34466,13/06/11,8058,134
34469,13/06/11,8058,9
34470,13/06/11,8058,19
34474,13/06/11,8222,138
34475,13/06/11,8222,78
34476,13/06/11,8222,35
34477,13/06/11,8222,10
34479,13/06/11,8222,112
34480,13/06/11,8222,138
34481,13/06/11,8222,113
34483,13/06/11,8222,153
34484,13/06/11,8222,77
34485,13/06/11,8222,164
34486,13/06/11,8222,22
34487,13/06/11,8222,7
34489,13/06/11,8222,102
34490,13/06/11,8222,213
34492,13/06/11,8222,9
34493,13/06/11,8222,7
34494,13/06/11,8222,21
34496,13/06/11,8222,34
34499,13/06/11,8121,22
34503,13/06/11,8121,32
34504,13/06/11,8121,44
34505,13/06/11,8121,18
34506,13/06/11,8121,26
34507,13/06/11,8121,18
34508,13/06/11,8121,18
34509,13/06/11,8121,70
34510,13/06/11,8121,26
34511,13/06/11,8121,47
34512,13/06/11,8121,25
34513,13/06/11,8121,20
34515,13/06/11,8121,23
34516,13/06/11,8121,142
34517,13/06/11,8121,123
34518,13/06/11,8121,19
34519,13/06/11,8121,20
34520,13/06/11,8121,20
34521,13/06/11,8218,42
34522,13/06/11,8218,64
34524,13/06/11,8218,25
34525,13/06/11,8218,39
34526,13/06/11,8218,13
34527,13/06/11,8218,16
34530,13/06/11,8218,35
34531,13/06/11,8218,17
34532,13/06/11,8218,31
34533,13/06/11,8218,12
34536,13/06/11,8218,104
34537,13/06/11,8218,72
34540,13/06/11,8218,12
34543,13/06/11,8317,70
34544,13/06/11,8317,48
34547,13/06/11,8317,38
34548,13/06/11,8317,115
34549,13/06/11,8317,43
34550,13/06/11,8317,13
34553,13/06/11,8317,156
34554,13/06/11,8317,56
34555,13/06/11,8317,125
34556,13/06/11,8317,63
34557,13/06/11,8317,73
34559,13/06/11,8317,75
34560,13/06/11,8317,125
34561,13/06/11,8317,107
34562,13/06/11,8317,9
34563,13/06/11,8317,22
34564,13/06/11,8317,32
34566,13/06/11,8317,36
34567,13/06/11,8317,27
34568,13/06/11,8317,54
34571,13/06/11,8319,27
34572,13/06/11,8319,38
34573,13/06/11,8319,25
34575,13/06/11,8319,7
34576,13/06/11,8319,32
34577,13/06/11,8319,22
34578,13/06/11,8319,24
34579,13/06/11,8319,12
34580,13/06/11,8319,151
34583,13/06/11,8319,12
34588,13/06/11,8392,4
34589,13/06/11,8392,24
34590,13/06/11,8392,44
34591,13/06/11,8392,18
34592,13/06/11,8392,23
34594,13/06/11,8392,34
34595,13/06/11,8392,21
34596,13/06/11,8392,21
34599,13/06/11,8392,9
34600,13/06/11,8392,55
34603,13/06/11,8392,16
34604,13/06/11,8398,89
34605,13/06/11,8398,95
34606,13/06/11,8398,38
34608,13/06/11,8398,94
34609,13/06/11,8398,83
34610,13/06/11,8398,85
34613,13/06/11,8398,84
34614,13/06/11,8398,44
34615,13/06/11,8398,83
34616,13/06/11,8398,7
34618,13/06/11,8398,40
34619,13/06/11,8398,146
34620,13/06/11,8398,90
34621,13/06/11,8398,18
34622,13/06/11,8398,28
34623,13/06/11,8398,27
34624,13/06/11,8398,10
34626,13/06/11,8400,48
34627,13/06/11,8400,83
34628,13/06/11,8400,59
34630,13/06/11,8400,72
34631,13/06/11,8400,72
34632,13/06/11,8400,42
34636,13/06/11,8400,84
34637,13/06/11,8400,66
